id,Compound,smiles,CAS_RN,logS,Ref_logS,mp,Ref_mp,logPN,Ref_logP,GSE,diff_logS
SolCbio3-700,Ethyne,C#C,74-86-2,0.29,10.1016/S0045-6535(02)00118-2,-81,10.1016/S0045-6535(02)00118-2,0.37,Kenneth,1.19,0.9
SolCbio3-701,"1,1,1-Trifluoro-2-propanol",CC(O)C(F)(F)F,374-01-6,0.3,10.1016/S0045-6535(02)00118-2,-52,10.1016/S0045-6535(02)00118-2,0.71,Kenneth,0.56,0.26
SolCbio3-702,Thiourea,NC(N)=S,62-56-6,0.32,10.1016/S0045-6535(02)00118-2,176,10.1016/S0045-6535(02)00118-2,-1.08,Kenneth,0.07,0.25
SolCbio3-703,2-Propanol,CC(C)O,67-63-0,0.43,10.1016/S0045-6535(02)00118-2,-89,10.1016/S0045-6535(02)00118-2,0.05,Kenneth,1.59,1.16
SolCbio3-704,Triethyl phosphate,CCOP(=O)(OCC)OCC,78-40-0,0.43,10.1016/S0045-6535(02)00118-2,-56,10.1016/S0045-6535(02)00118-2,0.8,Kenneth,0.51,0.08
SolCbio3-705,Methylacetate,COC(C)=O,79-20-9,0.46,10.1016/S0045-6535(02)00118-2,-98,10.1016/S0045-6535(02)00118-2,0.18,Kenneth,1.55,1.09
SolCbio3-706,Dimethoxymethane,COCOC,109-87-5,0.48,10.1016/S0045-6535(02)00118-2,-105,10.1016/S0045-6535(02)00118-2,0,Kenneth,1.8,1.32
SolCbio3-707,Tetrahydrofuran,C1CCOC1,109-99-9,0.49,10.1016/S0045-6535(02)00118-2,-108,10.1016/S0045-6535(02)00118-2,0.46,Kenneth,1.37,0.88
SolCbio3-708,Methylethyl ketone,CCC(C)=O,78-93-3,0.52,10.1016/S0045-6535(02)00118-2,-86,10.1016/S0045-6535(02)00118-2,0.29,Kenneth,1.32,0.8
SolCbio3-709,Amitrole,Nc1ncn[nH]1,61-82-5,0.52,10.1016/S0045-6535(02)00118-2,159,10.1016/S0045-6535(02)00118-2,-0.97,PubChem,0.13,0.39
SolCbio3-710,Acrolein,C=CC=O,107-02-8,0.57,10.1016/S0045-6535(02)00118-2,-88,10.1016/S0045-6535(02)00118-2,-0.01,Kenneth,1.64,1.07
SolCbio3-711,Methylformate,COC=O,107-31-3,0.58,10.1016/S0045-6535(02)00118-2,-100,10.1016/S0045-6535(02)00118-2,0.03,Kenneth,1.72,1.14
SolCbio3-712,Propanal,CCC=O,123-38-6,0.58,10.1016/S0045-6535(02)00118-2,-81,10.1016/S0045-6535(02)00118-2,0.59,Kenneth,0.97,0.39
SolCbio3-713,1-Propanol,CCCO,71-23-8,0.62,10.1016/S0045-6535(02)00118-2,-126,10.1016/S0045-6535(02)00118-2,0.25,Kenneth,1.76,1.14
SolCbio3-714,2-Methyl-2-propanol,CC(C)(C)O,75-65-0,0.63,10.1016/S0045-6535(02)00118-2,26,10.1016/S0045-6535(02)00118-2,0.35,Kenneth,0.14,0.49
SolCbio3-715,Erythritol,OC[C@@H](O)[C@@H](O)CO,149-32-6,0.7,10.1016/S0045-6535(02)00118-2,122,10.1016/S0045-6535(02)00118-2,-2.29,Kenneth,1.82,1.12
SolCbio3-716,"2,2,2-Trichloro-1,1-ethanediol",OC(O)C(Cl)(Cl)Cl,302-17-0,0.72,10.1016/S0045-6535(02)00118-2,57,10.1016/S0045-6535(02)00118-2,0.99,Kenneth,-0.81,1.53
SolCbio3-717,"1,1'-Iminobis-2-propanol",CC(O)CNCC(C)O,110-97-4,0.81,10.1016/S0045-6535(02)00118-2,33,10.1016/S0045-6535(02)00118-2,-0.82,Kenneth,1.24,0.43
SolCbio3-718,Urethane,CCOC(N)=O,51-79-6,0.85,10.1016/S0045-6535(02)00118-2,48,10.1016/S0045-6535(02)00118-2,-0.15,Kenneth,0.42,0.43
SolCbio3-719,Urea,NC(N)=O,57-13-6,0.95,10.1016/S0045-6535(02)00118-2,135,10.1016/S0045-6535(02)00118-2,-2.11,Kenneth,1.51,0.56
SolCbio3-720,2-Propenamide,C=CC(N)=O,79-06-1,0.95,10.1016/S0045-6535(02)00118-2,85,10.1016/S0045-6535(02)00118-2,-0.67,Kenneth,0.57,0.38
SolCbio3-721,3-Pyridinemethanol,OCc1cccnc1,100-55-0,0.96,10.1016/S0045-6535(02)00118-2,-8,10.1016/S0045-6535(02)00118-2,-0.02,Kenneth,0.85,0.11
SolCbio3-722,N-methyl-2-pyridone,Cn1ccccc1=O,694-85-9,0.96,10.1016/S0045-6535(02)00118-2,31,10.1016/S0045-6535(02)00118-2,-0.23,Kenneth,0.67,0.29
SolCbio3-723,O-methylcarbamate,COC(N)=O,598-55-0,0.97,10.1016/S0045-6535(02)00118-2,57,10.1016/S0045-6535(02)00118-2,-0.66,Kenneth,0.84,0.13
SolCbio3-724,4-Methylmorpholine,CN1CCOCC1,109-02-4,1,10.1016/S0045-6535(02)00118-2,-66,10.1016/S0045-6535(02)00118-2,-0.33,Kenneth,1.74,0.74
SolCbio3-725,N-methylpyrrolidone,CN1CCCC1=O,872-50-4,1,10.1016/S0045-6535(02)00118-2,-24,10.1016/S0045-6535(02)00118-2,-0.38,Kenneth,1.37,0.37
SolCbio3-726,Ethylene glycol,OCCO,107-21-1,1.06,10.1016/S0045-6535(02)00118-2,-13,10.1016/S0045-6535(02)00118-2,-1.36,Kenneth,2.24,1.18
SolCbio3-727,Gamma-butyrolactone*,O=C1CCCO1,96-48-0,1.07,10.1016/S0045-6535(02)00118-2,-45,10.1016/S0045-6535(02)00118-2,-0.64,Kenneth,1.84,0.77
SolCbio3-728,Pyrrolidone,O=C1CCCN1,616-45-5,1.07,10.1016/S0045-6535(02)00118-2,24,10.1016/S0045-6535(02)00118-2,-0.85,Kenneth,1.36,0.29
SolCbio3-729,Sorbitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,50-70-4,1.09,10.1016/S0045-6535(02)00118-2,95,10.1016/S0045-6535(02)00118-2,-2.8,Kenneth,2.6,1.51
SolCbio3-730,Ethanol,CCO,64-17-5,1.1,10.1016/S0045-6535(02)00118-2,-114,10.1016/S0045-6535(02)00118-2,-0.31,Kenneth,2.2,1.1
SolCbio3-731,Pyridazine,c1ccnnc1,289-80-5,1.1,10.1016/S0045-6535(02)00118-2,-8,10.1016/S0045-6535(02)00118-2,-0.72,Kenneth,1.55,0.45
SolCbio3-732,Glycerol,OCC(O)CO,56-81-5,1.12,10.1016/S0045-6535(02)00118-2,18,10.1016/S0045-6535(02)00118-2,-1.76,Kenneth,2.33,1.21
SolCbio3-733,Hydroxyurea,NC(=O)NO,127-07-1,1.12,10.1016/S0045-6535(02)00118-2,145,10.1016/S0045-6535(02)00118-2,-1.8,Kenneth,1.1,0.02
SolCbio3-734,N-methylurea,CNC(N)=O,598-50-5,1.13,10.1016/S0045-6535(02)00118-2,130,10.1016/S0045-6535(02)00118-2,-1.4,Kenneth,0.85,0.28
SolCbio3-735,Methanol,CO,67-56-1,1.56,10.1016/S0045-6535(02)00118-2,-98,10.1016/S0045-6535(02)00118-2,-0.77,Kenneth,2.5,0.94
SolCbio3-736,Acetamide,CC(N)=O,60-35-5,1.58,10.1016/S0045-6535(02)00118-2,81,10.1016/S0045-6535(02)00118-2,-1.26,Kenneth,1.2,0.38
SolCbio3-737,Anidulafungin,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,166663-25-8,-4.36,10.5599/admet.794,250,10.5599/admet.794,2.9,PubChem,-4.65,0.29
SolCbio3-738,Cyclosporine A,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,59865-13-3,-5.03,10.5599/admet.794,151,10.5599/admet.794,1.4,PubChem,-2.16,2.87
SolCbio3-739,Dactinomycin,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,50-76-0,-3.22,10.5599/admet.794,242,10.5599/admet.794,3.21,PubChem,-4.88,1.66
SolCbio3-740,Docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,114977-28-5,-5.14,10.5599/admet.794,232,10.5599/admet.794,2.4,PubChem,-3.97,1.17
SolCbio3-741,Paclitaxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,33069-62-4,-6.53,10.5599/admet.794,216,10.5599/admet.794,3,PubChem,-4.41,2.12
SolCbio3-742,Rifampicin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,13292-46-1,-2.96,10.5599/admet.794,164,10.5599/admet.794,2.7,PubChem,-3.59,0.63
SolCbio3-743,Roxithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,80214-83-1,-3.98,10.5599/admet.794,120,10.5599/admet.794,1.7,PubChem,-2.15,1.83
SolCbio3-744,Tacrolimus,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,104987-11-3,-5.42,10.5599/admet.794,126,10.5599/admet.794,3.3,PubChem,-3.81,1.61
SolCbio3-745,Telithromycin,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,191114-48-4,-3.02,10.5599/admet.794,188,10.5599/admet.794,3,PubChem,-4.13,1.11
SolCbio3-746,Ubiquinone,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,303-98-0,-7.56,10.5599/admet.794,48,10.5599/admet.794,10,PubChem,-9.73,2.17
SolCbio3-747,Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1404-90-6,-2.13,10.5599/admet.794,175,10.5599/admet.794,-3.1,PubChem,2.1,4.23
SolCbio3-748,Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22071-15-4,-3.36,10.1016/j.addr.2007.05.008,94,PubChem,3.12,Kenneth,-3.31,0.05
SolCbio3-749,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,15687-27-1,-3.53,10.1016/j.addr.2007.05.008,76,PubChem,3.97,Kenneth,-3.98,0.45
SolCbio3-750,Naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,22204-53-1,-3.98,10.1016/j.addr.2007.05.008,155,PubChem,3.18,Kenneth,-3.98,4.44089E-16
SolCbio3-751,Gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,25812-30-0,-7.19,10.1016/j.addr.2007.05.008,62,PubChem,4.387,Kenneth,-4.257,2.933
SolCbio3-752,Diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,15307-86-5,-5.89,10.1016/j.addr.2007.05.008,283,PubChem,4.51,Kenneth,-6.59,0.7
SolCbio3-753,Mefenamic Acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,61-68-7,-6.59,10.1016/j.addr.2007.05.008,230,PubChem,5.12,Kenneth,-6.67,0.08
SolCbio3-754,Prostaglandin F2ÃƒÅ½Ã‚Â±,CCCCC[C@H](O)/C=C/C1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,551-11-1,-2.48,10.1016/j.addr.2007.05.008,30,PubChem,2.9,10.5281/zenodo.13208946,-2.45,0.03
SolCbio3-755,Phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,57-41-0,-4.13,10.1016/j.addr.2007.05.008,295,PubChem,2.47,Kenneth,-4.67,0.54
SolCbio3-756,Glibenclamide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,10238-21-8,-6.93,10.1016/j.addr.2007.05.008,169,PubChem,3.754,Kenneth,-4.694,2.236
SolCbio3-757,Papavarine (NaOH Adjust.),COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,61-25-6,-6.65,10.1016/j.addr.2007.05.008,147,PubChem,2.95,Kenneth,-3.67,2.98
SolCbio3-758,Dipyridamole,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,58-32-2,-5.21,10.1016/j.addr.2007.05.008,163,PubChem,1.5,Kenneth,-2.38,2.83
SolCbio3-759,diethylstilbestrol,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,56-53-1,-4.07,10.1021/ci000338c,169,10.1021/ci000338c,5.07,Kenneth,-6.01,1.94
SolCbio3-760,fenclofenac,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,34645-84-6,-3.85,10.1021/ci000338c,136,10.1021/ci000338c,4.3,Kenneth,-4.91,1.06
SolCbio3-761,camphor,CC12CCC(CC1=O)C2(C)C,76-22-2,-1.96,10.1021/ci000338c,177,10.1021/ci000338c,2.38,Kenneth,-3.4,1.44
SolCbio3-762,ethylamine,CCN,75-04-7,2.06,10.1021/ci000338c,25,10.1021/ci000338c,-0.13,Kenneth,0.63,1.43
SolCbio3-763,"2,3-dichlorophenol",Oc1cccc(Cl)c1Cl,25167-81-1,-1.3,10.1021/ci000338c,59,10.1021/ci000338c,2.84,Kenneth,-2.68,1.38
SolCbio3-764,salicylic acid,O=C(O)c1ccccc1O,69-72-7,-1.82,10.1021/ci000338c,159,10.1021/ci000338c,2.26,Kenneth,-3.1,1.28
SolCbio3-765,p-tert-butylphenol,CC(C)(C)c1ccc(O)cc1,98-54-4,-2.41,10.1021/ci000338c,98,10.1021/ci000338c,3.31,Kenneth,-3.54,1.13
SolCbio3-766,phenol,Oc1ccccc1,108-95-2,0,10.1021/ci000338c,41,10.1021/ci000338c,1.46,Kenneth,-1.12,1.12
SolCbio3-767,trimethylamine,CN(C)C,75-50-3,1.32,10.1021/ci000338c,25,10.1021/ci000338c,0.16,Kenneth,0.34,0.98
SolCbio3-768,pyridine,c1ccncc1,110-86-1,0.76,10.1021/ci000338c,25,10.1021/ci000338c,0.65,Kenneth,-0.15,0.91
SolCbio3-769,2-naphthol,Oc1ccc2ccccc2c1,135-19-3,-2.28,10.1021/ci000338c,122,10.1021/ci000338c,2.7,Kenneth,-3.17,0.89
SolCbio3-770,m-nitrobenzoic acid,O=C(O)c1cccc([N+](=O)[O-])c1,121-92-6,-1.68,10.1021/ci000338c,142,10.1021/ci000338c,1.83,Kenneth,-2.5,0.82
SolCbio3-771,benzoic acid,O=C(O)c1ccccc1,65-85-0,-1.55,10.1021/ci000338c,122,10.1021/ci000338c,1.87,Kenneth,-2.34,0.79
SolCbio3-772,p-cresol,Cc1ccc(O)cc1,106-44-5,-0.73,10.1021/ci000338c,33,10.1021/ci000338c,1.94,Kenneth,-1.52,0.79
SolCbio3-773,flurbiprofen,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,5104-49-4,-3.74,10.1021/ci000338c,111,10.1021/ci000338c,2.18,Kenneth,-2.54,1.2
SolCbio3-774,desipramine,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,50-47-5,-3.66,10.1021/ci000338c,25,10.1021/ci000338c,3.39,Kenneth,-2.89,0.77
SolCbio3-775,indole,c1ccc2[nH]ccc2c1,120-72-9,-1.21,10.1021/ci000338c,53,10.1021/ci000338c,2.14,Kenneth,-1.92,0.71
SolCbio3-776,caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,58-08-2,-0.88,10.1021/ci000338c,238,10.1021/ci000338c,-0.07,Kenneth,-1.56,0.68
SolCbio3-777,propanal,CCC=O,123-38-6,0.58,10.1021/ci000338c,25,10.1021/ci000338c,0.59,Kenneth,-0.09,0.67
SolCbio3-778,morpholine,C1COCCN1,110-91-8,1.97,10.1021/ci000338c,25,10.1021/ci000338c,-0.86,Kenneth,1.36,0.61
SolCbio3-779,adenine,Nc1ncnc2nc[nH]c12,73-24-5,-2.18,10.1021/ci000338c,363,10.1021/ci000338c,-0.09,Kenneth,-2.79,0.61
SolCbio3-780,phenobarbitol,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,50-06-6,-2.29,10.1021/ci000338c,174,10.1021/ci000338c,2.47,Kenneth,-3.46,1.17
SolCbio3-781,theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,58-55-9,-1.39,10.1021/ci000338c,272,10.1021/ci000338c,-0.03,Kenneth,-1.94,0.55
SolCbio3-782,acetamide,CC(N)=O,60-35-5,1.58,10.1021/ci000338c,81,10.1021/ci000338c,-1.26,Kenneth,1.2,0.38
SolCbio3-783,ethyl-p-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,120-47-8,-2.35,10.1021/ci000338c,117,10.1021/ci000338c,2.47,Kenneth,-2.89,0.54
SolCbio3-784,phenytoin,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,57-41-0,-3.99,10.1021/ci000338c,295,10.1021/ci000338c,1.46,Kenneth,-3.66,0.33
SolCbio3-785,2-methyl-2-propanol,CC(C)(C)O,75-65-0,0.63,10.1021/ci000338c,26,10.1021/ci000338c,0.35,Kenneth,0.14,0.49
SolCbio3-786,indomethacin,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,53-86-1,-4.62,10.1021/ci000338c,158,10.1021/ci000338c,2.77,Kenneth,-3.6,1.02
SolCbio3-787,lidocaine,C=C(C)C1CC=C(C)CC1,137-58-6,-1.71,10.1021/ci000338c,68,10.1021/ci000338c,4.51,Kenneth,-4.44,2.73
SolCbio3-788,diuron,CN[C@@H](C)[C@H](O)c1ccccc1,330-54-1,-3.05,10.1021/ci000338c,159,10.1021/ci000338c,1.13,Kenneth,-1.97,1.08
SolCbio3-789,tetrahydrofuran,C1CCOC1,109-99-9,0.49,10.1021/ci000338c,25,10.1021/ci000338c,0.46,Kenneth,0.04,0.45
SolCbio3-790,barbital,CCOC(=O)c1ccc(N)cc1,57-44-3,-1.42,10.1021/ci000338c,190,10.1021/ci000338c,1.86,Kenneth,-3.01,1.59
SolCbio3-791,1-propanol,CCCO,71-23-8,0.62,10.1021/ci000338c,25,10.1021/ci000338c,0.25,Kenneth,0.25,0.37
SolCbio3-792,succinic acid,O=C(O)CCC(=O)O,110-15-6,-0.19,10.1021/ci000338c,188,10.1021/ci000338c,-0.59,Kenneth,-0.54,0.35
SolCbio3-793,nevirapine6,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],129618-40-2,-3.19,10.1021/ci000338c,248,10.1021/ci000338c,2.2,Kenneth,-3.93,0.74
SolCbio3-794,limonene,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,138-86-3,-4,10.1021/ci000338c,74,10.1021/ci000338c,3.86,Kenneth,-3.85,0.15
SolCbio3-795,p-chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,539-03-7,-2.84,10.1021/ci000338c,178,10.1021/ci000338c,2.09,Kenneth,-3.12,0.28
SolCbio3-796,butanone,CCC(C)=O,78-93-3,0.52,10.1021/ci000338c,25,10.1021/ci000338c,0.29,Kenneth,0.21,0.31
SolCbio3-797,diethyl ether,CCOCC,60-29-7,-0.09,10.1021/ci000338c,25,10.1021/ci000338c,0.89,Kenneth,-0.39,0.3
SolCbio3-798,dexamethasone,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,50-02-2,-3.59,10.1021/ci000338c,263,10.1021/ci000338c,2.82,Kenneth,-4.7,1.11
SolCbio3-799,ethanol,CCO,64-17-5,1.1,10.1021/ci000338c,25,10.1021/ci000338c,-0.31,Kenneth,0.81,0.29
SolCbio3-800,methanol,CO,67-56-1,1.56,10.1021/ci000338c,25,10.1021/ci000338c,-0.77,Kenneth,1.27,0.29
SolCbio3-801,hexamethylbenzene,Cc1c(C)c(C)c(C)c(C)c1C,87-85-4,-5.23,10.1021/ci000338c,164,10.1021/ci000338c,5.11,Kenneth,-6,0.77
SolCbio3-802,prostaglandin E2,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,39746-25-3,-2.47,10.1021/ci000338c,67,10.1021/ci000338c,3.42,Kenneth,-3.34,0.87
SolCbio3-803,perphenazine,CCOc1ccc(NC(C)=O)cc1,58-39-9,-4.16,10.1021/ci000338c,97,10.1021/ci000338c,1.58,Kenneth,-1.8,2.36
SolCbio3-804,quinoline,c1ccc2ncccc2c1,91-22-5,-1.3,10.1021/ci000338c,25,10.1021/ci000338c,2.03,Kenneth,-1.53,0.23
SolCbio3-805,acetanilide,CC(=O)Nc1ccccc1,103-84-4,-1.33,10.1021/ci000338c,114,10.1021/ci000338c,1.16,Kenneth,-1.55,0.22
SolCbio3-806,benzamide,NC(=O)c1ccccc1,55-21-0,-0.96,10.1021/ci000338c,129,10.1021/ci000338c,0.64,Kenneth,-1.18,0.22
SolCbio3-807,procaine,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,59-46-1,-1.78,10.1021/ci000338c,61,10.1021/ci000338c,3.87,Kenneth,-3.73,1.95
SolCbio3-808,p-chloroaniline,Nc1ccc(Cl)cc1,106-47-8,-1.66,10.1021/ci000338c,73,10.1021/ci000338c,1.83,Kenneth,-1.81,0.15
SolCbio3-809,ethyl acetate,CCOC(C)=O,141-78-6,-0.04,10.1021/ci000338c,25,10.1021/ci000338c,0.73,Kenneth,-0.23,0.19
SolCbio3-810,dimethoxymethane,COCOC,109-87-5,0.48,10.1021/ci000338c,25,10.1021/ci000338c,0,Kenneth,0.5,0.02
SolCbio3-811,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22071-15-4,-3.16,10.1021/ci000338c,94,10.1021/ci000338c,3.12,Kenneth,-3.31,0.15
SolCbio3-812,trichloroethene,ClC=C(Cl)Cl,79-01-6,-1.96,10.1021/ci000338c,25,10.1021/ci000338c,2.42,Kenneth,-1.92,0.04
SolCbio3-813,methyl acetate,COC(C)=O,79-20-9,0.46,10.1021/ci000338c,25,10.1021/ci000338c,0.18,Kenneth,0.32,0.14
SolCbio3-814,atropine,CCC1(CC)C(=O)NC(=O)NC1=O,51-55-8,-2.12,10.1021/ci000338c,116,10.1021/ci000338c,0.65,Kenneth,-1.06,1.06
SolCbio3-815,testosterone,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,58-22-0,-4.02,10.1021/ci000338c,155,10.1021/ci000338c,5.9,Kenneth,-6.7,2.68
SolCbio3-816,DDT,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,50-29-3,-7.15,10.1021/ci000338c,109,10.1021/ci000338c,6.91,Kenneth,-7.25,0.1
SolCbio3-817,ephedrine,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,299-42-3,-0.47,10.1021/ci000338c,38,10.1021/ci000338c,4.01,Kenneth,-3.64,3.17
SolCbio3-818,aspirin,CCNc1nc(Cl)nc(NC(C)C)n1,50-78-2,-1.72,10.1021/ci000338c,135,10.1021/ci000338c,2.61,Kenneth,-3.21,1.49
SolCbio3-819,1-chloropropane,CCCCl,540-54-5,-1.47,10.1021/ci000338c,25,10.1021/ci000338c,2.04,Kenneth,-1.54,0.07
SolCbio3-820,thioridazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,50-52-2,-5.82,10.1021/ci000338c,73,10.1021/ci000338c,5.03,Kenneth,-5.01,0.81
SolCbio3-821,2-methylnevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,129618-40-2,-4.27,10.1021/ci000338c,235,10.1021/ci000338c,1.81,Kenneth,-3.41,0.86
SolCbio3-822,atrazine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1912-24-9,-3.55,10.1021/ci000338c,175,10.1021/ci000338c,1.83,Kenneth,-2.83,0.72
SolCbio3-823,benzonitrile,N#Cc1ccccc1,100-47-0,-1,10.1021/ci000338c,25,10.1021/ci000338c,1.56,Kenneth,-1.06,0.06
SolCbio3-824,thiophene,c1ccsc1,110-02-1,-1.33,10.1021/ci000338c,25,10.1021/ci000338c,1.81,Kenneth,-1.31,0.02
SolCbio3-825,uracil,O=c1cc[nH]c(=O)[nH]1,66-22-8,-1.49,10.1021/ci000338c,335,10.1021/ci000338c,-1.07,Kenneth,-1.53,0.04
SolCbio3-826,furan,c1ccoc1,100-00-9,-0.82,10.1021/ci000338c,25,10.1021/ci000338c,1.34,Kenneth,-0.84,0.02
SolCbio3-827,toluene,Cc1ccccc1,108-88-3,-2.21,10.1021/ci000338c,25,10.1021/ci000338c,2.73,Kenneth,-2.23,0.02
