id,Compound,smiles,CAS_RN,logS,Ref_logS,mp,Ref_mp,logPN,Ref_logP,GSE,diff_logS
SolCbio3-1952,Retinol<VitaminA>,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,,-3.84,avdeef,62,avdeef,5.68,Kenneth,-5.55,1.71
SolCbio3-1953,"2,5-Dimethylphenol",Cc1ccc(C)c(O)c1,,-1.54,avdeef,75,avdeef,2.33,Kenneth,-2.33,0.79
SolCbio3-1954,2-Methyl-5-nitrophenol,Cc1ccc([N+](=O)[O-])cc1O,,-2.19,avdeef,106,avdeef,2.47,Kenneth,-2.78,0.59
SolCbio3-1955,"2,4-Dinitrotoluene",Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,-2.82,avdeef,71,avdeef,1.98,Kenneth,-1.94,0.88
SolCbio3-1956,"2,4,6-Trinitrotoluene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],,-3.22,avdeef,80,avdeef,1.6,Kenneth,-1.65,1.57
SolCbio3-1957,2-Methyl-4-chlorophenol,Cc1cc(Cl)ccc1O,,-1.55,avdeef,51,avdeef,2.78,Kenneth,-2.54,0.99
SolCbio3-1958,"3,4-Dimethylphenol<3,4-Xylenol>",Cc1ccc(O)cc1C,,-1.41,avdeef,61,avdeef,2.23,Kenneth,-2.09,0.68
SolCbio3-1959,3-Methyl-4-chlorophenol,Cc1cc(O)ccc1Cl,,-1.57,avdeef,67,avdeef,3.1,Kenneth,-3.02,1.45
SolCbio3-1960,"2,6-Dinitrotoluene",Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],,-3,avdeef,80,avdeef,2.1,Kenneth,-2.15,0.85
SolCbio3-1961,"Pseudocumidine<2,4,5-trimethylaniline>",Cc1cc(C)c(N)cc1C,,-1.95,avdeef,68,avdeef,2.27,Kenneth,-2.2,0.25
SolCbio3-1962,MycophenolateMofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,-4.26,avdeef,93,avdeef,2.38,Kenneth,-2.56,1.7
SolCbio3-1963,5-Methyl-2-nitrophenol,Cc1ccc([N+](=O)[O-])c(O)c1,,-2.75,avdeef,53,avdeef,2.31,Kenneth,-2.09,0.66
SolCbio3-1964,"3,5-Dimethylphenol",Cc1cc(C)cc(O)c1,,-1.4,avdeef,64,avdeef,2.35,Kenneth,-2.24,0.84
SolCbio3-1965,Cyprodinil,Cc1cc(C2CC2)nc(Nc2ccccc2)n1,,-4.24,avdeef,76,avdeef,4,Kenneth,-4.01,0.23
SolCbio3-1966,Tivozanib<AV-951><KRN951><FOTIVDA>,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,,-7,avdeef,187,avdeef,4.31,PubChem,-5.43,1.57
SolCbio3-1967,6-Methyluracil,Cc1cc(=O)[nH]c(=O)[nH]1,,-1.26,avdeef,275,avdeef,-0.77,Kenneth,-1.23,0.03
SolCbio3-1968,Methyl(1-(4-methyl)phenylsulfonyl)cyclopropanecarboxylate,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,,-2.88,avdeef,97,avdeef,1.77,Kenneth,-1.99,0.89
SolCbio3-1969,i-Propyl1-[(4-methylphenyl)sulfonyl]cyclopentanecarboxylate,Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CCCC2)cc1,,-3.91,avdeef,73,avdeef,2.88,Kenneth,-2.86,1.05
SolCbio3-1970,Methyl1-[(4-methylphenyl)sulfonyl]cyclohexanecarboxylate,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCCCC1,,-4.61,avdeef,146,avdeef,2.54,Kenneth,-3.25,1.36
SolCbio3-1971,4-[(4-Methylphenyl)sulfonyl]-2-furansulfonamide,Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,,-3.78,avdeef,185,avdeef,1.49,Kenneth,-2.59,1.19
SolCbio3-1972,4-[(4-Methylphenyl)sulfonyl]-2-thiophenesulfonamide,Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,,-4.02,avdeef,185,avdeef,1.63,Kenneth,-2.73,1.29
SolCbio3-1973,4-Methylaniline,Cc1ccc(N)cc1,,-1.21,avdeef,44,avdeef,1.39,Kenneth,-1.08,0.13
SolCbio3-1974,"7-Methylquinazoline-2,4-dione",Cc1ccc2c(=O)[nH]c(=O)[nH]c2c1,,-3.14,avdeef,300,avdeef,0.55,Kenneth,-2.8,0.34
SolCbio3-1975,3-Methylbenzenesulfonamide,Cc1cccc(S(N)(=O)=O)c1,,-1.34,avdeef,153,avdeef,0.85,Kenneth,-1.63,0.29
SolCbio3-1976,Stavudine<4dT>,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,,-0.42,avdeef,160,avdeef,-0.72,Kenneth,-0.13,0.29
SolCbio3-1977,Meloxicam,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,,-6.05,avdeef,254,avdeef,3.43,Kenneth,-5.22,0.83
SolCbio3-1978,Secnidazole<SOLOSEC>,Cc1ncc([N+](=O)[O-])n1CC(C)O,,-0.67,avdeef,76,avdeef,0.22,Kenneth,-0.23,0.44
SolCbio3-1979,Ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,,-3.18,avdeef,232,avdeef,2.4,Kenneth,-3.97,0.79
SolCbio3-1980,Edaravone<RADICAVA>,CC1=NN(c2ccccc2)C(=O)C1,,-1.59,avdeef,130,avdeef,1.12,PubChem,-1.67,0.08
SolCbio3-1981,Pymetrozine,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,,-4.602,avdeef,217,avdeef,-0.18,Kenneth,-1.24,3.362
SolCbio3-1982,DimethylfurazanMonoxide,Cc1no[n+]([O-])c1C,,-0.53,avdeef,86,avdeef,0.23,Kenneth,-0.34,0.19
SolCbio3-1983,Furaneol,CC1=C(O)C(=O)C(C)O1,,0.23,avdeef,82,avdeef,0.95,PubChem,-1.02,1.25
SolCbio3-1984,"2,6-Dimethyl-N-nitroso-morpholine",CC1CN(N=O)CC(C)O1,,-0.07,avdeef,92,avdeef,0.32,Kenneth,-0.49,0.42
SolCbio3-1985,Ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,,-1.96,avdeef,254,avdeef,-0.39,Kenneth,-1.4,0.56
SolCbio3-1986,Nifurtimox<LAMPIT>,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,,-3.86,avdeef,181,avdeef,-0.27,PubChem,-0.79,3.07
SolCbio3-1987,4-(4-Methylbenzoyl)-2-thiophenesulfonamide,Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,,-4.45,avdeef,176,avdeef,2.16,Kenneth,-3.17,1.28
SolCbio3-1988,Methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,,-4.72,avdeef,235,avdeef,3.93,Kenneth,-5.53,0.81
SolCbio3-1989,Tasimelteon(1),CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,,-3.48,avdeef,130,avdeef,2.43,PubChem,-2.98,0.5
SolCbio3-1990,3-(Propanoyloxymethyl)phenytoin,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,,-5.07,avdeef,131,avdeef,2.8,Kenneth,-3.36,1.71
SolCbio3-1991,Butabarbital<Secbutabarbital><5-Ethyl-5-s-butylbarbituricAcid>,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,,-2.1,avdeef,167,avdeef,1.65,Kenneth,-2.57,0.47
SolCbio3-1992,Buallylonal,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,,-2.65,avdeef,164,avdeef,2.2,Kenneth,-3.09,0.44
SolCbio3-1993,Mephobarbital<Methylphenobarbital><5-Ethyl-5-phenyl-N-methylbarbituricAcid>,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,,-3.68,avdeef,172,avdeef,1.84,Kenneth,-2.81,0.87
SolCbio3-1994,Metabarbital<Metharbital>,CCC1(CC)C(=O)NC(=O)N(C)C1=O,,-1.94,avdeef,151,avdeef,1.15,Kenneth,-1.91,0.03
SolCbio3-1995,1-Benzenesulfonyl-5-ethyl-5-phenylhydantoin,CCC1(c2ccccc2)C(=O)NC(=O)N1S(=O)(=O)c1ccccc1,,-3.01,avdeef,193,avdeef,2.44,Kenneth,-3.62,0.61
SolCbio3-1996,Cyclobarbital,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,,-2.12,avdeef,173,avdeef,1.77,Kenneth,-2.75,0.63
SolCbio3-1997,Heptabarbital,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,,-3,avdeef,175,avdeef,2.03,Kenneth,-3.03,0.03
SolCbio3-1998,Phenobarbital<5-Ethyl-5-phenylbarbituricAcid>,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,,-2.34,avdeef,176,avdeef,1.47,Kenneth,-2.48,0.14
SolCbio3-1999,"Thiobarbital<5,5-Diethyl-2-thiobarbituricAcid>",CCC1(CC)C(=O)NC(=S)NC1=O,,-2.17,avdeef,178,avdeef,1.5,Kenneth,-2.53,0.36
SolCbio3-2000,Glutethimide,CCC1(c2ccccc2)CCC(=O)NC1=O,,-2.3,avdeef,84,avdeef,1.9,Kenneth,-1.99,0.31
SolCbio3-2001,Gilteritinib<XOSPATA>,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,,-6.83,avdeef,184,avdeef,4.35,PubChem,-5.44,1.39
SolCbio3-2002,5-EthylbarbituricAcid,CCC1C(=O)NC(=O)NC1=O,,-1.43,avdeef,191,avdeef,-0.35,Kenneth,-0.81,0.62
SolCbio3-2003,Etaconazole,CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,,-3.61,avdeef,79,avdeef,3.1,Kenneth,-3.14,0.47
SolCbio3-2004,3-(n-Butanoyloxymethyl)phenytoin,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,,-4.68,avdeef,91,avdeef,3.34,Kenneth,-3.5,1.18
SolCbio3-2005,Allopurinolanalog5<B100-Vb>,CCCC(=O)OCn1cc2c(=O)n(COC(=O)CCC)cnc2n1,,-3.55,avdeef,134,avdeef,1.6,Kenneth,-2.19,1.36
SolCbio3-2006,Allopurinolanalog2<B100-IVa>,CCCC(=O)OCn1cnc2c(cnn2COC(=O)CCC)c1=O,,-3.83,avdeef,123,avdeef,1.82,Kenneth,-2.3,1.53
SolCbio3-2007,Allopurinolanalog10<B100-IIb>,CCCC(=O)OCn1ncc2c(=O)[nH]cnc21,,-2.83,avdeef,225,avdeef,0.6,Kenneth,-2.1,0.73
SolCbio3-2008,Pentobarbital<5-Ethyl-5-(1-methyl-butyl)barbituricAcid>,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,,-2.52,avdeef,130,avdeef,2.1,Kenneth,-2.65,0.13
SolCbio3-2009,Secobarbital<5-Allyl-5-s-pentylbarbituricAcid>,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,,-2.14,avdeef,98,avdeef,1.97,Kenneth,-2.2,0.06
SolCbio3-2010,ValproicAcid,CCCC(CCC)C(=O)O,,-2.09,avdeef,125,avdeef,2.75,Kenneth,-3.25,1.16
SolCbio3-2011,"5,5-DipropylbarbituricAcid",CCCC1(CCC)C(=O)NC(=O)NC1=O,,-2.41,avdeef,147,avdeef,1.75,Kenneth,-2.47,0.06
SolCbio3-2012,Proxicromil,CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)CCCC2,,-6.09,avdeef,199,avdeef,5,Kenneth,-6.24,0.15
SolCbio3-2013,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,-4.19,avdeef,227,avdeef,1.914,Kenneth,-3.434,0.756
SolCbio3-2014,3-(n-Pentanoyloxymethyl)phenytoin,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,,-5.89,avdeef,106,avdeef,3.9,Kenneth,-4.21,1.68
SolCbio3-2015,DodecanoicAcid<LauricAcid>,CCCCCCCCCCCC(=O)O,,-4.87,avdeef,45,avdeef,4.6,Kenneth,-4.3,0.57
SolCbio3-2016,MyristicAcid,CCCCCCCCCCCCCC(=O)O,,-5.33,avdeef,55,avdeef,6.11,Kenneth,-5.91,0.58
SolCbio3-2017,PalmiticAcid,CCCCCCCCCCCCCCCC(=O)O,,-6.81,avdeef,63,avdeef,7.17,Kenneth,-7.05,0.24
SolCbio3-2018,StearicAcid,CCCCCCCCCCCCCCCCCC(=O)O,,-5.68,avdeef,69,avdeef,8.23,PubChem,-8.17,2.49
SolCbio3-2019,4-Aminooctylbenzoate,CCCCCCCCOC(=O)c1ccc(N)cc1,,-5.4,avdeef,71,avdeef,5.02,Kenneth,-4.98,0.42
SolCbio3-2020,DabigatranEtexilate,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,,-6.11,avdeef,173,avdeef,3.8,PubChem,-4.78,1.33
SolCbio3-2021,4-Aminopentylbenzoate,CCCCCOC(=O)c1ccc(N)cc1,,-3.35,avdeef,53,avdeef,3.48,Kenneth,-3.26,0.09
SolCbio3-2022,(-)-?9-trans-Tetrahydrocannabinol<Dronabinol>,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,,-7.02,avdeef,113,avdeef,5.648,Kenneth,-6.028,0.992
SolCbio3-2023,Halofantrine,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,,-9.33,avdeef,199,avdeef,8.9,PubChem,-10.14,0.81
SolCbio3-2024,L-/D-Bupivacaine.HCl,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,,-3.84,avdeef,254,avdeef,3.6,Kenneth,-5.39,1.55
SolCbio3-2025,Glycolamideanalog2,CCCCNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,,-4.97,avdeef,126,avdeef,3.57,Kenneth,-4.08,0.89
SolCbio3-2026,Benomyl,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,,-4.88,avdeef,140,avdeef,2.12,Kenneth,-2.77,2.11
SolCbio3-2027,Tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,,-3.01,avdeef,149,avdeef,3.51,Kenneth,-4.25,1.24
SolCbio3-2028,ButylNicotinate,CCCCOC(=O)c1cccnc1,,-1.96,avdeef,27,avdeef,2.27,Kenneth,-1.79,0.17
SolCbio3-2029,Glycolamideanalog7,CCCN(CCC)C(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,,-4.85,avdeef,92,avdeef,4.04,Kenneth,-4.21,0.64
SolCbio3-2030,Trifluralin,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],,-5.68,avdeef,49,avdeef,5.34,Kenneth,-5.08,0.6
SolCbio3-2031,Rotigotine,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,,-4.88,avdeef,97,avdeef,4.7,PubChem,-4.92,0.04
SolCbio3-2032,Glycolamideanalog12,CCCNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,,-4.6,avdeef,128,avdeef,3.1,Kenneth,-3.63,0.97
SolCbio3-2033,Risocaine,CCCOC(=O)c1ccc(N)cc1,,-2.54,avdeef,76,avdeef,2.43,Kenneth,-2.44,0.1
SolCbio3-2034,Propyl5-Benzoyl-2-[(methoxycarbonyl)amino]-1H-benzimidazole-1-carboxylate,CCCOC(=O)n1c(NC(=O)OC)nc2cc(C(=O)c3ccccc3)ccc21,,-4.89,avdeef,114,avdeef,3.43,Kenneth,-3.82,1.07
SolCbio3-2035,Vemurafenib,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,,-7.96,avdeef,271,avdeef,5.1,PubChem,-7.06,0.9
SolCbio3-2036,Albendazole,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,,-5.47,avdeef,178,avdeef,3.07,Kenneth,-4.1,1.37
SolCbio3-2037,Telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,,-6.23,avdeef,272,avdeef,7.7,Kenneth,-9.67,3.44
SolCbio3-2038,Entacapone,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,,-4.38,avdeef,163,avdeef,2.8,Kenneth,-3.68,0.7
SolCbio3-2039,NaproxenesterVc,CCN(CC)C(=O)COC(=O)C(C)c1ccc2cc(OC)ccc2c1,,-4.46,avdeef,89,avdeef,3.32,Kenneth,-3.46,1
SolCbio3-2040,2-(Diethylamino)-2-oxoethylbenzoate,CCN(CC)C(=O)COC(=O)c1ccccc1,,-2.07,avdeef,73,avdeef,2.06,Kenneth,-2.04,0.03
SolCbio3-2041,Glycolamideanalog4,CCN(CC)C(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,,-3.36,avdeef,96,avdeef,3.05,Kenneth,-3.26,0.1
SolCbio3-2042,SalicylicAcidesterIc,CCN(CC)C(=O)COC(=O)c1ccccc1O,,-2.56,avdeef,75,avdeef,1.99,Kenneth,-1.99,0.57
SolCbio3-2043,"N,N-Diethylglycyl-Allopurinol<B136-IIg>",CCN(CC)CC(=O)OCn1ncc2c(=O)[nH]cnc21,,-1.79,avdeef,156,avdeef,0.2,Kenneth,-1.01,0.78
SolCbio3-2044,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,-3.89,avdeef,88,avdeef,4.63,Kenneth,-4.76,0.87
SolCbio3-2045,Sunitinib,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,-5.22,avdeef,190,avdeef,5.2,Kenneth,-6.35,1.13
SolCbio3-2046,Dinitramine,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],,-5.47,avdeef,98,avdeef,4.3,Kenneth,-4.53,0.94
SolCbio3-2047,Ipazine,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,,-3.97,avdeef,140,avdeef,3.94,Kenneth,-4.59,0.62
SolCbio3-2048,Glycolamideanalog15,CCN(CCO)C(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,,-3.43,avdeef,138,avdeef,1.98,Kenneth,-2.61,0.82
SolCbio3-2049,Tropicamide,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,,-1.7,avdeef,98,avdeef,1.3,Kenneth,-1.53,0.17
SolCbio3-2050,Amisulpride<BARHEMSY>(I),CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,,-2.77,avdeef,182,avdeef,1.1,Kenneth,-2.17,0.6
SolCbio3-2051,Cefoperazone,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,,-3.71,avdeef,204,avdeef,-0.74,PubChem,-0.55,3.16
SolCbio3-2052,Glycolamideanalog8,CCNC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,,-3.9,avdeef,130,avdeef,2.65,Kenneth,-3.2,0.7
SolCbio3-2053,Dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,,-2.18,avdeef,275,avdeef,-1,PubChem,-1,1.18
SolCbio3-2054,Trietazine,CCNc1nc(Cl)nc(N(CC)CC)n1,,-3.9,avdeef,140,avdeef,3.34,Kenneth,-3.99,0.09
SolCbio3-2055,Hydroxysimazine,CCNc1nc(O)nc(NCC)n1,,-5.35,avdeef,178,avdeef,2.29,Kenneth,-3.32,2.03
SolCbio3-2056,Simetryne,CCNc1nc(NCC)nc(SC)n1,,-3.97,avdeef,156,avdeef,2.8,Kenneth,-3.61,0.36
SolCbio3-2057,Atratone,CCNc1nc(NC(C)C)nc(OC)n1,,-4.12,avdeef,160,avdeef,2.69,Kenneth,-3.54,0.58
SolCbio3-2058,Etretinate,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,,-8.47,avdeef,106,avdeef,6.5,PubChem,-6.81,1.66
SolCbio3-2059,Clofibrate,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,-3.53,avdeef,25,avdeef,3.3,Kenneth,-2.8,0.73
SolCbio3-2060,EthylNaproxen,CCOC(=O)C(C)c1ccc2cc(OC)ccc2c1,,-5.33,avdeef,101,avdeef,3.51,Kenneth,-3.77,1.56
SolCbio3-2061,Meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,,-1.9,avdeef,188,avdeef,2.72,Kenneth,-3.85,1.95
SolCbio3-2062,Amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,,-4.75,avdeef,179,avdeef,3,Kenneth,-4.04,0.71
SolCbio3-2063,Vorapaxar<SCH-530348>,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,,-5.55,avdeef,133,avdeef,5.39,PubChem,-5.97,0.42
SolCbio3-2064,Moricizine,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,,-4.36,avdeef,157,avdeef,2.98,Kenneth,-3.8,0.56
SolCbio3-2065,Quinapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,,-5.64,avdeef,125,avdeef,0.86,Kenneth,-1.36,4.28
SolCbio3-2066,Trandolapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,,-2.84,avdeef,121,avdeef,3.5,Kenneth,-3.96,1.12
SolCbio3-2067,Tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,,-2.91,avdeef,229,avdeef,2.3,PubChem,-3.84,0.93
SolCbio3-2068,CandesartanCilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,-6.83,avdeef,167,avdeef,6.1,PubChem,-7.02,0.19
SolCbio3-2069,Diazinon,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,,-3.75,avdeef,120,avdeef,3.81,Kenneth,-4.26,0.51
SolCbio3-2070,Dialifor,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,,-6.34,avdeef,68,avdeef,4.69,Kenneth,-4.62,1.72
SolCbio3-2071,Dapagliflozin,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,,-2.41,avdeef,68,avdeef,2.7,PubChem,-2.63,0.22
SolCbio3-2072,Azilsartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,,-6.25,avdeef,206,avdeef,0.9,PubChem,-2.21,4.04
SolCbio3-2073,DL-Allo-isoleucine,CC[C@@H](C)[C@H](N)C(=O)O,,-0.39,avdeef,101,avdeef,-1.7,PubChem,1.44,1.83
SolCbio3-2074,Tapentadol,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,,-1.93,avdeef,68,avdeef,2.87,PubChem,-2.8,0.87
SolCbio3-2075,ObeticholicAcid<OCALIVA>,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,,-5.17,avdeef,109,avdeef,5.11,PubChem,-5.45,0.28
SolCbio3-2076,Topotecan,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,,-4.71,avdeef,216,avdeef,0.8,Kenneth,-2.21,2.5
SolCbio3-2077,Voclosporin<Luveniq><LUPKYNIS>,C=C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,-5.2,avdeef,144,avdeef,8.6,PubChem,-9.29,4.09
SolCbio3-2078,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,,-5.97,avdeef,126,avdeef,4.02,PubChem,-4.53,1.44
SolCbio3-2079,L-Norgestrel<Levonorgestrel>,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,-5.26,avdeef,206,avdeef,3.8,Kenneth,-5.11,0.15
SolCbio3-2080,Pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,,-3.31,avdeef,233,avdeef,2.69,Kenneth,-4.27,0.96
SolCbio3-2081,Pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,,-6.85,avdeef,184,avdeef,2.3,PubChem,-3.39,3.46
SolCbio3-2082,Ripretinib<QINLOCK>,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,,-4.93,avdeef,185,avdeef,5.63,PubChem,-6.73,1.8
SolCbio3-2083,9-Ethylcarbazole,CCn1c2ccccc2c2ccccc21,,-4.93,avdeef,69,avdeef,4.49,Kenneth,-4.43,0.5
SolCbio3-2084,NaproxenesterVb,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)C)ccc2c1,,-4.9,avdeef,151,avdeef,2.05,Kenneth,-2.81,2.09
SolCbio3-2085,Glycolamideanalog6,COc1ccc2cc(CC(=O)OCC(=O)N(C)C)ccc2c1,,-3.82,avdeef,102,avdeef,2.23,Kenneth,-2.5,1.32
SolCbio3-2086,SalicylicAcidesterIb,CN(C)C(=O)COC(=O)c1ccccc1O,,-1.71,avdeef,68,avdeef,1.21,Kenneth,-1.14,0.57
SolCbio3-2087,Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,,-4.45,avdeef,60,avdeef,4.81,Kenneth,-4.66,0.21
SolCbio3-2088,"4-(N,N-Dimethylamino)azobenzene",CN(C)c1ccc(N=Nc2ccccc2)cc1,,-5.99,avdeef,117,avdeef,4.58,Kenneth,-5,0.99
SolCbio3-2089,Venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,-2.99,avdeef,75,avdeef,3.2,PubChem,-3.2,0.21
